gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score,Total_Score,Avg_Score,Score_Range,Math_z,Reading_z,Writing_z,Pass_Count,Performance_Level,High_in,Low_in,Percentile,Student_Feedback,Feedback_Length,Sentiment,gender_enc,race/ethnicity_enc,parental level of education_enc,lunch_enc,test preparation course_enc,Performance_Level_enc,High_in_enc,Low_in_enc
male,group B,high school,standard,completed,60.0,44.0,47.0,151.0,50.333333333333336,16.0,-0.4017684234803161,-1.7247440344942766,-1.3862207396999948,3,Average,math score,reading score,11.35,I felt the exam was fair and covered the syllabus.,10.0,0.7,1,1,2,1,0,0,0,1
male,group C,some college,standard,completed,98.0,86.0,90.0,274.0,91.33333333333333,12.0,2.1055726985843934,1.153369893304191,1.444951094967991,3,Excellent,math score,reading score,95.7,Poor internet and time management affected my study.,8.0,-0.4,1,2,4,1,0,1,0,1
female,group C,some college,standard,none,58.0,67.0,72.0,197.0,65.66666666666667,14.0,-0.5337337456942483,-0.1486340264141635,0.25980939673488057,3,Average,writing score,math score,42.15,Assignments were too many and stressful but helpful.,8.0,0.5,0,2,4,1,1,0,2,0
female,group D,master's degree,standard,none,87.0,100.0,100.0,287.0,95.66666666666667,13.0,1.379763426407767,2.112741202570347,2.103363149541941,3,Excellent,reading score,math score,97.95,"The teacher explained concepts clearly, helped me a lot.",9.0,0.09999999999999999,0,3,3,1,1,1,1,0
male,group E,associate's degree,standard,completed,66.0,63.0,64.0,193.0,64.33333333333333,3.0,-0.005872456838519888,-0.4227401147759223,-0.2669202469242795,3,Average,math score,reading score,38.35,Poor internet and time management affected my study.,8.0,-0.4,1,4,0,1,0,0,0,1
female,group B,associate's degree,free/reduced,none,52.0,76.0,70.0,198.0,66.0,24.0,-0.9296297123360444,0.4681046723997938,0.12812698582009055,3,Average,reading score,math score,43.25,The practical sessions improved my understanding.,6.0,0.0,0,1,0,0,1,0,1,0
female,group B,some high school,standard,none,70.0,64.0,72.0,206.0,68.66666666666667,8.0,0.2580581875893443,-0.35421359268548264,0.25980939673488057,3,Average,writing score,reading score,50.849999999999994,"The teacher explained concepts clearly, helped me a lot.",9.0,0.09999999999999999,0,1,5,1,1,0,2,1
female,group D,associate's degree,free/reduced,completed,77.0,89.0,98.0,264.0,88.0,21.0,0.7199368153381066,1.35894945957551,1.9716807386271509,3,Excellent,writing score,math score,92.65,I enjoyed the classes and felt well prepared for the exam.,11.0,0.5,0,3,0,0,0,1,2,0
male,group C,high school,standard,none,62.0,55.0,49.0,166.0,55.333333333333336,13.0,-0.26980310126638407,-0.97095229149944,-1.2545383287852048,3,Average,math score,writing score,19.6,"The teacher explained concepts clearly, helped me a lot.",9.0,0.09999999999999999,1,2,2,1,1,0,0,2
male,group A,associate's degree,standard,none,54.0,53.0,47.0,154.0,51.333333333333336,7.0,-0.7976643901221123,-1.1080053356803194,-1.3862207396999948,3,Average,math score,writing score,12.85,Assignments were too many and stressful but helpful.,8.0,0.5,1,0,0,1,1,0,0,2
female,group D,some college,standard,none,51.0,58.0,54.0,163.0,54.333333333333336,7.0,-0.9956123734430105,-0.7653727252281208,-0.9253323014982296,3,Average,reading score,math score,18.0,"The teacher explained concepts clearly, helped me a lot.",9.0,0.09999999999999999,0,3,4,1,1,0,1,0
female,group E,bachelor's degree,standard,completed,98.00999999999999,100.0,100.0,293.0,97.66666666666667,1.0,2.1715553596913595,2.112741202570347,2.103363149541941,3,Excellent,reading score,math score,99.7,I enjoyed the classes and felt well prepared for the exam.,11.0,0.5,0,4,1,1,0,1,1,0
male,group C,high school,standard,none,84.0,77.0,74.0,235.0,78.33333333333333,10.0,1.1818154430868688,0.5366311944902336,0.3914918076496706,3,Good,math score,writing score,76.6,Assignments were too many and stressful but helpful.,8.0,0.5,1,2,2,1,1,2,0,2
female,group B,bachelor's degree,free/reduced,none,75.0,85.0,82.0,242.0,80.66666666666667,10.0,0.5879714931241745,1.084843371213751,0.9182214513088307,3,Good,reading score,math score,81.8,I needed more examples and exercises to practice.,8.0,0.5,0,1,1,0,1,2,1,0
female,group D,bachelor's degree,standard,none,78.0,82.0,79.0,239.0,79.66666666666667,4.0,0.7859194764450727,0.8792638049424321,0.7206978349366456,3,Good,reading score,math score,79.85,I felt the exam was fair and covered the syllabus.,10.0,0.7,0,3,1,1,1,2,1,0
female,group D,some high school,standard,none,51.0,63.0,61.0,175.0,58.333333333333336,12.0,-0.9956123734430105,-0.4227401147759223,-0.46444386329646453,3,Average,reading score,math score,25.2,I felt the exam was fair and covered the syllabus.,10.0,0.7,0,3,5,1,1,0,1,0
female,group C,some college,standard,none,55.0,69.0,65.0,189.0,63.0,14.0,-0.7316817290151464,-0.0115809822332841,-0.2010790414668845,3,Average,reading score,math score,35.199999999999996,I practiced a lot and felt confident about the questions.,10.0,0.5,0,2,4,1,1,0,1,0
female,group C,bachelor's degree,standard,completed,79.0,92.0,89.0,260.0,86.66666666666667,13.0,0.8519021375520386,1.5645290258468292,1.3791098895105958,3,Excellent,reading score,math score,91.05,I needed more examples and exercises to practice.,8.0,0.5,0,2,1,1,0,1,1,0
male,group B,associate's degree,standard,completed,91.0,89.0,92.0,272.0,90.66666666666667,3.0,1.6436940708356311,1.35894945957551,1.5766335058827807,3,Excellent,writing score,reading score,95.39999999999999,I needed more examples and exercises to practice.,8.0,0.5,1,1,0,1,0,1,2,1
female,group C,some college,standard,completed,88.0,93.0,93.0,274.0,91.33333333333333,5.0,1.445746087514733,1.6330555479372688,1.6424747113401759,3,Excellent,reading score,math score,95.7,"The teacher explained concepts clearly, helped me a lot.",9.0,0.09999999999999999,0,2,4,1,0,1,1,0
male,group D,high school,free/reduced,none,63.0,57.0,56.0,176.0,58.666666666666664,7.0,-0.203820440159418,-0.8338992473185606,-0.7936498905834396,3,Average,math score,writing score,26.1,I felt the exam was fair and covered the syllabus.,10.0,0.7,1,3,2,0,1,0,0,2
male,group E,some college,standard,none,83.0,80.0,73.0,236.0,78.66666666666667,10.0,1.1158327819799028,0.7422107607615527,0.3256506021922756,3,Good,math score,writing score,77.5,I enjoyed the classes and felt well prepared for the exam.,11.0,0.5,1,4,4,1,1,2,0,2
female,group B,high school,standard,none,87.0,95.0,86.0,268.0,89.33333333333333,9.0,1.379763426407767,1.7701085921181483,1.1815862731384108,3,Excellent,reading score,writing score,94.45,I was distracted and couldn't focus during online classes.,9.0,0.0,0,1,2,1,1,1,1,2
male,group B,some high school,standard,none,72.0,68.0,67.0,207.0,69.0,5.0,0.3900235098032764,-0.08010750432372381,-0.06939663055209448,3,Average,math score,writing score,52.05,I was distracted and couldn't focus during online classes.,9.0,0.0,1,1,5,1,1,0,0,2
male,group D,some college,standard,completed,65.0,77.0,74.0,216.0,72.0,12.0,-0.07185511794548592,0.5366311944902336,0.3914918076496706,3,Good,reading score,math score,60.199999999999996,Assignments were too many and stressful but helpful.,8.0,0.5,1,3,4,1,0,2,1,0
male,group D,master's degree,standard,none,82.0,82.0,74.0,238.0,79.33333333333333,8.0,1.0498501208729367,0.8792638049424321,0.3914918076496706,3,Good,math score,writing score,79.05,I felt the exam was fair and covered the syllabus.,10.0,0.7,1,3,3,1,1,2,0,2
female,group A,bachelor's degree,standard,none,51.0,49.0,51.0,151.0,50.333333333333336,2.0,-0.9956123734430105,-1.3821114240420782,-1.1228559178704147,3,Average,math score,reading score,11.35,I felt the exam was fair and covered the syllabus.,10.0,0.7,0,0,1,1,1,0,0,1
male,group D,master's degree,standard,none,89.0,84.0,82.0,255.0,85.0,7.0,1.511728748621699,1.0163168491233114,0.9182214513088307,3,Excellent,math score,writing score,88.64999999999999,I was distracted and couldn't focus during online classes.,9.0,0.0,1,3,3,1,1,1,0,2
male,group C,some high school,free/reduced,completed,53.0,37.0,40.0,130.0,43.333333333333336,16.0,-0.8636470512290784,-2.2044296891273545,-1.8471091779017599,3,Poor,math score,reading score,4.35,I felt the exam was fair and covered the syllabus.,10.0,0.7,1,2,5,0,0,3,0,1
male,group E,some college,free/reduced,completed,87.0,74.0,70.0,231.0,77.0,17.0,1.379763426407767,0.33105162821891443,0.12812698582009055,3,Good,math score,writing score,72.85000000000001,"The teacher explained concepts clearly, helped me a lot.",9.0,0.09999999999999999,1,4,4,0,0,2,0,2
female,group C,some college,standard,completed,75.0,81.0,84.0,240.0,80.0,9.0,0.5879714931241745,0.8107372828519923,1.0499038622236208,3,Good,writing score,math score,80.45,The practical sessions improved my understanding.,6.0,0.0,0,2,4,1,0,2,2,0
male,group D,bachelor's degree,free/reduced,completed,74.0,79.0,75.0,228.0,76.0,5.0,0.5219888320172085,0.6736842386711129,0.45733301310706564,3,Good,reading score,math score,70.89999999999999,I found the exam hard and I was not confident.,10.0,-0.27083333333333337,1,3,1,0,0,2,1,0
male,group C,bachelor's degree,standard,none,58.0,55.0,48.0,161.0,53.666666666666664,10.0,-0.5337337456942483,-0.97095229149944,-1.3203795342425997,3,Average,math score,writing score,16.8,I needed more examples and exercises to practice.,8.0,0.5,1,2,1,1,1,0,0,2
male,group B,some high school,standard,completed,51.0,54.0,41.0,146.0,48.666666666666664,13.0,-0.9956123734430105,-1.0394788135898796,-1.7812679724443647,3,Poor,reading score,writing score,8.85,I practiced a lot and felt confident about the questions.,10.0,0.5,1,1,5,1,0,3,1,2
male,group E,high school,standard,none,70.0,55.0,56.0,181.0,60.333333333333336,15.0,0.2580581875893443,-0.97095229149944,-0.7936498905834396,3,Average,math score,reading score,29.75,Assignments were too many and stressful but helpful.,8.0,0.5,1,4,2,1,1,0,0,1
female,group C,associate's degree,standard,none,59.0,66.0,67.0,192.0,64.0,8.0,-0.46775108458728215,-0.2171605485046032,-0.06939663055209448,3,Average,writing score,math score,37.4,The practical sessions improved my understanding.,6.0,0.0,0,2,0,1,1,0,2,0
male,group D,some college,standard,completed,71.0,61.0,69.0,201.0,67.0,10.0,0.32404084869631034,-0.5597931589568017,0.062285780362695546,3,Average,math score,reading score,45.7,I was distracted and couldn't focus during online classes.,9.0,0.0,1,3,4,1,0,0,0,1
female,group D,some high school,standard,none,76.0,72.0,71.0,219.0,73.0,5.0,0.6539541542311406,0.19399858403803502,0.19396819127748557,3,Good,math score,writing score,62.849999999999994,I needed more examples and exercises to practice.,8.0,0.5,0,3,5,1,1,2,0,2
female,group C,some college,free/reduced,none,59.0,62.0,64.0,185.0,61.666666666666664,5.0,-0.46775108458728215,-0.491266636866362,-0.2669202469242795,3,Average,writing score,math score,32.7,I felt the exam was fair and covered the syllabus.,10.0,0.7,0,2,4,0,1,0,2,0
female,group E,some college,free/reduced,completed,42.0,55.0,54.0,151.0,50.333333333333336,13.0,-1.5894563234057049,-0.97095229149944,-0.9253323014982296,3,Average,reading score,math score,11.35,I practiced a lot and felt confident about the questions.,10.0,0.5,0,4,4,0,0,0,1,0
male,group A,high school,standard,none,57.0,43.0,47.0,147.0,49.0,14.0,-0.5997164068012143,-1.7932705565847165,-1.3862207396999948,3,Poor,math score,reading score,9.35,I felt the exam was fair and covered the syllabus.,10.0,0.7,1,0,2,1,1,3,0,1
male,group D,some college,standard,none,88.0,73.0,78.0,239.0,79.66666666666667,15.0,1.445746087514733,0.26252510612847474,0.6548566294792506,3,Good,math score,reading score,79.85,I enjoyed the classes and felt well prepared for the exam.,11.0,0.5,1,3,4,1,1,2,0,1
female,group C,some college,free/reduced,none,27.990000000000002,39.0,33.0,94.0,31.333333333333332,17.0,-2.9091095455450255,-2.067376644946475,-2.307997616103525,1,Poor,reading score,math score,1.3,I enjoyed the classes and felt well prepared for the exam.,11.0,0.5,0,2,4,0,1,3,1,0
male,group B,some high school,standard,none,88.0,84.0,75.0,247.0,82.33333333333333,13.0,1.445746087514733,1.0163168491233114,0.45733301310706564,3,Good,math score,writing score,84.1,I practiced a lot and felt confident about the questions.,10.0,0.5,1,1,5,1,1,2,0,2
male,group C,associate's degree,free/reduced,none,73.0,68.0,66.0,207.0,69.0,7.0,0.45600617091024237,-0.08010750432372381,-0.1352378360094895,3,Average,math score,writing score,52.05,I practiced a lot and felt confident about the questions.,10.0,0.5,1,2,0,0,1,0,0,2
female,group D,bachelor's degree,standard,completed,68.0,75.0,81.0,224.0,74.66666666666667,13.0,0.1260928653754122,0.3995781503093541,0.8523802458514357,3,Good,writing score,math score,67.25,I was distracted and couldn't focus during online classes.,9.0,0.0,0,3,1,1,0,2,2,0
male,group E,associate's degree,free/reduced,completed,98.00999999999999,100.0,93.0,293.0,97.66666666666667,7.0,2.2375380207983255,2.112741202570347,1.6424747113401759,3,Excellent,math score,writing score,99.1,I practiced a lot and felt confident about the questions.,10.0,0.5,1,4,0,0,0,1,0,2
male,group A,some high school,standard,completed,62.0,67.0,69.0,198.0,66.0,7.0,-0.26980310126638407,-0.1486340264141635,0.062285780362695546,3,Average,writing score,math score,43.25,"The teacher explained concepts clearly, helped me a lot.",9.0,0.09999999999999999,1,0,5,1,0,0,2,0
male,group A,bachelor's degree,standard,none,77.0,67.0,68.0,212.0,70.66666666666667,10.0,0.7199368153381066,-0.1486340264141635,-0.0035554250946994654,3,Good,math score,reading score,56.39999999999999,I felt the exam was fair and covered the syllabus.,10.0,0.7,1,0,1,1,1,2,0,1
female,group B,associate's degree,standard,completed,59.0,70.0,66.0,195.0,65.0,11.0,-0.46775108458728215,0.05694553985715561,-0.1352378360094895,3,Average,reading score,math score,40.400000000000006,The practical sessions improved my understanding.,6.0,0.0,0,1,0,1,0,0,1,0
male,group D,bachelor's degree,standard,none,54.0,49.0,47.0,150.0,50.0,7.0,-0.7976643901221123,-1.3821114240420782,-1.3862207396999948,3,Average,math score,writing score,10.65,Poor internet and time management affected my study.,8.0,-0.4,1,3,1,1,1,0,0,2
male,group D,some high school,standard,none,62.0,67.0,61.0,190.0,63.333333333333336,6.0,-0.26980310126638407,-0.1486340264141635,-0.46444386329646453,3,Average,reading score,writing score,35.8,I practiced a lot and felt confident about the questions.,10.0,0.5,1,3,5,1,1,0,1,2
female,group C,some college,standard,completed,70.0,89.0,88.0,247.0,82.33333333333333,19.0,0.2580581875893443,1.35894945957551,1.3132686840532009,3,Good,reading score,math score,84.1,Assignments were too many and stressful but helpful.,8.0,0.5,0,2,4,1,0,2,1,0
female,group E,high school,free/reduced,completed,66.0,74.0,78.0,218.0,72.66666666666667,12.0,-0.005872456838519888,0.33105162821891443,0.6548566294792506,3,Good,writing score,math score,61.75000000000001,I enjoyed the classes and felt well prepared for the exam.,11.0,0.5,0,4,2,0,0,2,2,0
male,group B,some college,free/reduced,none,60.0,60.0,60.0,180.0,60.0,1.0,-0.4017684234803161,-0.6283196810472415,-0.5302850687538596,3,Average,math score,math score,28.95,"The teacher explained concepts clearly, helped me a lot.",9.0,0.09999999999999999,1,1,4,0,1,0,0,0
female,group B,associate's degree,standard,completed,61.0,86.0,87.0,234.0,78.0,24.0,-0.3357857623733501,1.153369893304191,1.2474274785958057,3,Good,writing score,math score,75.64999999999999,I needed more examples and exercises to practice.,8.0,0.5,0,1,0,1,0,2,2,0
male,group D,associate's degree,free/reduced,none,66.0,62.0,64.0,192.0,64.0,4.0,-0.005872456838519888,-0.491266636866362,-0.2669202469242795,3,Average,math score,reading score,37.4,Poor internet and time management affected my study.,8.0,-0.4,1,3,0,0,1,0,0,1
male,group B,associate's degree,free/reduced,completed,82.0,78.0,74.0,234.0,78.0,8.0,1.0498501208729367,0.6051577165806732,0.3914918076496706,3,Good,math score,writing score,75.64999999999999,The practical sessions improved my understanding.,6.0,0.0,1,1,0,0,0,2,0,2
female,group E,some college,free/reduced,completed,75.0,88.0,85.0,248.0,82.66666666666667,13.0,0.5879714931241745,1.2904229374850702,1.1157450676810157,3,Good,reading score,math score,84.95,Poor internet and time management affected my study.,8.0,-0.4,0,4,4,0,0,2,1,0
male,group B,master's degree,free/reduced,none,49.0,53.0,52.0,154.0,51.333333333333336,4.0,-1.1275776956569425,-1.1080053356803194,-1.0570147124130196,3,Average,reading score,math score,12.85,I practiced a lot and felt confident about the questions.,10.0,0.5,1,1,3,0,1,0,1,0
male,group C,high school,standard,none,52.0,53.0,49.0,154.0,51.333333333333336,4.0,-0.9296297123360444,-1.1080053356803194,-1.2545383287852048,3,Average,reading score,writing score,12.85,I was distracted and couldn't focus during online classes.,9.0,0.0,1,2,2,1,1,0,1,2
female,group E,master's degree,standard,none,81.0,92.0,91.0,264.0,88.0,11.0,0.9838674597659707,1.5645290258468292,1.5107923004253858,3,Excellent,reading score,math score,92.65,I enjoyed the classes and felt well prepared for the exam.,11.0,0.5,0,4,3,1,1,1,1,0
female,group C,bachelor's degree,standard,completed,96.0,100.0,100.0,293.0,97.66666666666667,4.0,1.9736073763704614,2.112741202570347,2.103363149541941,3,Excellent,reading score,math score,99.35000000000001,I enjoyed the classes and felt well prepared for the exam.,11.0,0.5,0,2,1,1,0,1,1,0
